transaction_id,date,client_id,montant,type_transaction,pays,statut_fraude
T000968,2023-03-16,C0041,69.48,achat_en_ligne,CN,0
T000969,2023-01-04,C0188,536.93,achat_en_ligne,IN,0
T000970,2023-12-01,C0106,101.17,achat_en_ligne,IN,0
T000971,2023-05-14,C0014,18.22,retrait,DE,0
T000972,2023-04-28,C0012,191.98,virement,CN,0
T000973,2023-04-04,C0087,24.17,virement,US,0
T000974,2023-03-03,C0012,84.69,paiement,IN,0
T000975,2023-07-13,C0141,141.62,achat_en_ligne,BR,1
T000976,2023-12-01,C0025,414.65,retrait,BR,0
T000977,2023-07-22,C0045,136.06,achat_en_ligne,US,0
T000978,2023-01-26,C0122,242.31,achat_en_ligne,BR,0
T000979,2023-06-22,C0147,987.2,retrait,FR,0
T000980,2023-10-27,C0055,28.2,virement,IN,0
T000981,2023-05-13,C0100,64.24,achat_en_ligne,US,0
T000982,2023-11-22,C0173,100.37,achat_en_ligne,CN,0
T000983,2023-04-28,C0136,109.58,virement,IN,0
T000984,2023-11-20,C0119,105.87,retrait,US,0
T000985,2023-10-02,C0053,476.35,paiement,DE,0
T000986,2023-07-31,C0183,250.38,virement,CN,0
T000987,2023-08-13,C0032,187.25,paiement,DE,0
T000988,2023-01-20,C0051,74.03,paiement,IN,0
T000989,2023-04-23,C0044,347.22,virement,CN,0
T000990,2023-05-20,C0082,620.49,achat_en_ligne,BR,0
T000991,2023-02-16,C0198,344.3,paiement,US,0
T000992,2023-01-01,C0146,0.31,paiement,IN,0
T000993,2023-03-31,C0150,202.34,retrait,FR,0
T000994,2023-05-22,C0037,10.5,achat_en_ligne,CN,0
T000995,2023-11-16,C0096,59.58,paiement,CN,0
T000996,2023-02-07,C0056,12.27,retrait,IN,0
T000997,2023-10-20,C0105,185.16,achat_en_ligne,IN,0
T000998,2023-05-19,C0059,232.05,virement,DE,0
T000999,2023-12-22,C0131,24.32,virement,BR,0
T001000,2023-11-29,C0156,96.85,retrait,DE,0
